연도,월,일,기온 (°C),강수량 (mm),점심 피크타임 손님 수,저녁 피크타임 손님 수,대인 손님 수,소인 손님 수,테이블 회전률,광어 초밥 판매량,엔가와 초밥 판매량,연어 초밥 판매량,연어롤 판매량,연어 사시미 판매량,장어 초밥 판매량,장어덮밥 판매량,장어롤 판매량,광어 소비량(g),연어 소비량(g),장어 소비량(g)
2019,9,23,27.3,1.7,66,88,109,45,3.4,58,35,66,42,39,26,22,13,2873,3736,384
2019,9,24,23.0,5.2,72,96,124,44,3.5,69,42,79,51,47,31,26,15,3558,3438,413
2019,9,25,21.6,0.0,72,96,134,34,3.0,69,42,79,51,47,31,26,15,4125,4124,379
2019,9,26,24.7,0.0,72,96,133,35,2.8,69,42,79,51,47,31,26,15,4367,3709,387
2019,9,27,19.5,0.0,66,88,116,38,3.5,58,35,66,42,39,26,22,13,3992,3175,604
2019,9,28,22.4,0.0,145,242,289,98,4.1,162,98,183,119,111,79,66,39,9748,9461,1888
2019,9,29,21.5,0.0,145,242,279,108,4.1,162,98,183,119,111,79,66,39,7113,10565,1919
2019,9,30,22.3,0.0,72,96,131,37,3.1,69,42,79,51,47,31,26,15,4548,4289,592
2019,10,1,16.9,0.0,90,120,161,49,3.2,95,57,108,70,64,43,36,21,4499,4302,589
2019,10,2,14.9,0.0,90,120,153,57,2.6,95,57,108,70,64,43,36,21,4848,5450,789
2019,10,3,14.6,0.0,90,120,161,49,2.7,95,57,108,70,64,43,36,21,4203,6004,541
2019,10,4,17.6,2.1,90,120,159,51,3.1,95,57,108,70,64,43,36,21,4859,5794,780
2019,10,5,22.0,0.0,198,330,415,113,4.1,265,161,300,196,182,130,108,65,13831,15082,2967
2019,10,6,13.9,25.5,135,240,267,108,4.1,232,140,262,171,160,116,97,58,7763,9703,2072
2019,10,7,21.4,0.0,99,132,176,55,3.4,173,104,196,127,117,78,65,39,5903,5240,915
2019,10,8,9.7,0.0,90,120,160,50,2.9,95,57,108,70,64,43,36,21,5541,5579,845
2019,10,9,16.7,0.0,90,120,160,50,3.3,95,57,108,70,64,43,36,21,4895,4378,656
2019,10,10,12.7,0.0,90,120,164,46,2.9,95,57,108,70,64,43,36,21,5478,4284,533
2019,10,11,19.8,0.0,90,120,159,51,2.7,95,57,108,70,64,43,36,21,4247,5677,781
2019,10,12,13.4,0.0,180,300,383,97,4.0,219,133,248,162,151,108,90,54,10226,10272,3185
2019,10,13,19.7,0.0,180,300,344,136,3.6,219,133,248,162,151,108,90,54,10288,11742,2512
2019,10,14,19.5,0.4,90,120,160,50,3.1,95,57,108,70,64,43,36,21,4117,4699,802
2019,10,15,13.8,4.0,90,120,153,57,3.0,95,57,108,70,64,43,36,21,4820,5208,465
2019,10,16,15.0,0.0,90,120,159,51,3.0,95,57,108,70,64,43,36,21,5533,5497,517
2019,10,17,13.5,0.0,90,120,156,54,3.1,95,57,108,70,64,43,36,21,4768,4707,733
2019,10,18,18.9,0.0,90,120,156,54,2.6,95,57,108,70,64,43,36,21,4829,4309,764
2019,10,19,15.4,0.0,180,300,353,127,4.4,219,133,248,162,151,108,90,54,11372,14023,3241
2019,10,20,15.7,0.0,180,300,361,119,4.0,219,133,248,162,151,108,90,54,12293,13435,3188
2019,10,21,17.6,0.0,90,120,161,49,2.8,95,57,108,70,64,43,36,21,4731,6092,445
2019,10,22,14.1,0.0,90,120,167,43,3.0,95,57,108,70,64,43,36,21,5721,5588,598
2019,10,23,18.8,0.0,90,120,149,61,3.0,95,57,108,70,64,43,36,21,4417,4364,688
2019,10,24,11.5,2.1,90,120,164,46,3.3,95,57,108,70,64,43,36,21,4892,5493,547
2019,10,25,11.3,0.0,90,120,152,58,3.4,95,57,108,70,64,43,36,21,4248,6270,587
2019,10,26,17.2,0.0,180,300,379,101,4.0,219,133,248,162,151,108,90,54,12737,12137,2816
2019,10,27,15.6,4.7,180,300,349,131,3.7,219,133,248,162,151,108,90,54,9612,10000,3007
2019,10,28,14.6,0.0,90,120,161,49,2.8,95,57,108,70,64,43,36,21,4200,5213,557
2019,10,29,16.6,0.0,90,120,156,54,3.2,95,57,108,70,64,43,36,21,4899,4743,551
2019,10,30,18.3,6.1,90,120,157,53,3.1,95,57,108,70,64,43,36,21,4879,5168,798
2019,10,31,17.1,0.0,90,120,158,52,2.5,95,57,108,70,64,43,36,21,4737,4757,617
2019,11,1,9.3,0.0,66,88,112,42,2.9,58,35,66,42,39,26,22,13,3334,3233,348
2019,11,2,5.9,0.0,132,220,268,84,3.8,134,81,151,99,92,66,55,33,8896,7041,2369
2019,11,3,8.4,9.5,132,220,259,93,4.2,134,81,151,99,92,66,55,33,7231,8472,1631
2019,11,4,9.7,0.0,66,88,115,39,2.6,58,35,66,42,39,26,22,13,3354,4349,354
2019,11,5,12.0,2.6,66,88,109,45,2.5,58,35,66,42,39,26,22,13,3306,3345,450
2019,11,6,11.1,0.6,66,88,115,39,3.0,87,52,99,64,59,39,33,19,2900,3381,323
2019,11,7,13.3,0.0,66,88,119,35,3.5,87,52,99,64,59,39,33,19,4012,3517,550
2019,11,8,7.6,0.0,66,88,118,36,2.7,58,35,66,42,39,26,22,13,4119,4195,409
2019,11,9,8.7,0.0,132,220,264,88,3.9,134,81,151,99,92,66,55,33,8106,7419,2297
2019,11,10,12.8,0.0,132,220,273,79,3.8,134,81,151,99,92,66,55,33,8530,10405,2637
2019,11,11,11.8,0.0,66,88,122,32,2.6,58,35,66,42,39,26,22,13,3548,3880,358
2019,11,12,8.9,1.9,66,88,122,32,3.2,58,35,66,42,39,26,22,13,3782,4346,523
2019,11,13,9.2,0.0,66,88,122,32,2.6,58,35,66,42,39,26,22,13,3151,3589,516
2019,11,14,12.9,0.0,66,88,119,35,3.0,58,35,66,42,39,26,22,13,3604,4478,469
2019,11,15,8.4,0.0,66,88,115,39,2.6,58,35,66,42,39,26,22,13,3581,4587,346
2019,11,16,9.8,0.0,132,220,257,95,3.7,134,81,151,99,92,66,55,33,8652,8445,1759
2019,11,17,15.2,0.0,132,220,280,72,4.2,134,81,151,99,92,66,55,33,7142,8471,2398
2019,11,18,11.7,10.0,49,70,88,31,3.0,40,24,45,29,27,18,15,9,2569,3168,369
2019,11,19,12.8,0.0,66,88,118,36,2.6,58,35,66,42,39,26,22,13,3530,3841,508
2019,11,20,11.0,0.0,66,88,116,38,3.0,58,35,66,42,39,26,22,13,4026,4288,450
2019,11,21,12.0,0.0,66,88,113,41,3.1,58,35,66,42,39,26,22,13,3035,3616,493
2019,11,22,6.5,0.0,66,88,118,36,3.1,58,35,66,42,39,26,22,13,3063,4337,373
2019,11,23,11.0,0.0,132,220,255,97,4.2,134,81,151,99,92,66,55,33,7849,7402,2452
2019,11,24,13.2,9.2,132,220,256,96,3.9,134,81,151,99,92,66,55,33,8084,9185,2347
2019,11,25,10.9,0.0,66,88,111,43,3.0,58,35,66,42,39,26,22,13,3537,3890,378
2019,11,26,11.7,0.3,66,88,118,36,2.9,58,35,66,42,39,26,22,13,3755,3878,451
2019,11,27,9.3,6.5,66,88,122,32,2.7,58,35,66,42,39,26,22,13,3917,4051,442
2019,11,28,10.6,10.3,49,70,89,30,3.3,40,24,45,29,27,18,15,9,2967,3292,486
2019,11,29,8.0,0.0,66,88,111,43,3.3,58,35,66,42,39,26,22,13,3093,3225,557
2019,11,30,4.9,0.0,132,220,262,90,3.8,134,81,151,99,92,66,55,33,8991,10490,1766
2019,12,1,3.8,1.8,192,320,387,125,4.1,253,153,287,187,174,124,104,62,11477,13178,2180
2019,12,2,1.0,16.8,72,102,126,48,2.9,77,46,87,56,52,35,29,17,3824,3661,403
2019,12,3,-1.8,7.0,96,128,173,51,2.9,110,66,124,81,74,49,41,24,5197,5216,601
2019,12,4,-1.2,1.3,96,128,177,47,2.5,110,66,124,81,74,49,41,24,6119,6022,572
2019,12,5,3.6,0.0,96,128,159,65,2.7,110,66,124,81,74,49,41,24,5335,5574,536
2019,12,6,2.4,0.0,96,128,166,58,2.8,165,99,187,121,112,74,62,37,5500,4591,612
2019,12,7,6.1,4.0,192,320,369,143,3.8,380,230,430,280,262,187,156,93,12504,12449,2951
2019,12,8,3.7,0.0,192,320,368,144,4.3,253,153,287,187,174,124,104,62,10721,11417,2833
2019,12,9,4.5,9.5,96,128,179,45,2.8,110,66,124,81,74,49,41,24,5743,4556,773
2019,12,10,3.1,10.8,72,102,134,40,2.6,77,46,87,56,52,35,29,17,3372,5147,645
2019,12,11,1.0,0.0,96,128,170,54,3.2,110,66,124,81,74,49,41,24,5262,6585,751
2019,12,12,3.5,7.8,96,128,175,49,3.3,110,66,124,81,74,49,41,24,5093,4774,555
2019,12,13,5.4,0.0,96,128,178,46,2.8,110,66,124,81,74,49,41,24,5663,4698,600
2019,12,14,6.6,1.3,192,320,370,142,4.4,253,153,287,187,174,124,104,62,12918,14838,3226
2019,12,15,5.7,0.0,192,320,395,117,3.5,253,153,287,187,174,124,104,62,10072,11573,2202
2019,12,16,8.7,0.0,96,128,164,60,3.4,110,66,124,81,74,49,41,24,4560,6669,694
2019,12,17,4.5,0.0,96,128,163,61,3.1,110,66,124,81,74,49,41,24,4767,5025,903
2019,12,18,7.7,0.0,96,128,173,51,3.2,110,66,124,81,74,49,41,24,4832,4728,761
2019,12,19,1.3,26.2,72,102,131,43,3.5,77,46,87,56,52,35,29,17,4195,3849,715
2019,12,20,4.5,0.0,96,128,164,60,3.4,110,66,124,81,74,49,41,24,4236,6087,719
2019,12,21,2.5,0.0,192,320,375,137,4.2,253,153,287,187,174,124,104,62,9901,14794,3385
2019,12,22,-1.0,0.0,192,320,399,113,4.1,253,153,287,187,174,124,104,62,11152,10801,2431
2019,12,23,2.8,1.3,96,128,162,62,2.8,110,66,124,81,74,49,41,24,4071,5570,534
2019,12,24,-2.3,0.7,81,108,134,55,3.3,93,56,105,68,63,42,35,21,4583,4236,738
2019,12,25,1.1,1.8,96,128,176,48,2.8,110,66,124,81,74,49,41,24,4989,5519,796
2019,12,26,2.0,1.9,96,128,168,56,3.0,110,66,124,81,74,49,41,24,5325,5951,672
2019,12,27,7.2,0.0,96,128,160,64,3.4,110,66,124,81,74,49,41,24,4993,4748,716
2019,12,28,6.5,0.0,192,320,398,114,3.7,253,153,287,187,174,124,104,62,12716,14642,2011
2019,12,29,5.9,0.0,192,320,373,139,3.8,253,153,287,187,174,124,104,62,11307,12950,2620
2019,12,30,3.3,0.0,96,128,168,56,2.7,110,66,124,81,74,49,41,24,5135,5994,514
2019,12,31,3.4,0.0,96,128,175,49,2.6,110,66,124,81,74,49,41,24,5492,6424,699
2020,1,1,-0.8,0.0,60,80,98,42,3.0,47,28,54,35,32,21,18,10,3342,3580,478
2020,1,2,1.1,0.0,60,80,106,34,2.7,47,28,54,35,32,21,18,10,3296,3801,454
2020,1,3,-1.5,0.0,60,80,107,33,2.8,47,28,54,35,32,21,18,10,3616,4196,540
2020,1,4,1.6,0.0,120,200,228,92,3.8,109,66,124,81,75,54,45,27,6438,9057,1259
2020,1,5,-3.1,0.0,102,170,216,56,3.7,93,56,105,68,64,45,38,22,7538,6864,1587
2020,1,6,3.4,0.0,60,80,103,37,3.0,71,43,81,52,48,32,27,16,3345,3776,308
2020,1,7,-4.7,0.0,51,68,86,33,3.3,60,36,68,44,41,27,22,13,2350,3343,277
2020,1,8,2.6,5.4,60,80,104,36,3.4,47,28,54,35,32,21,18,10,3242,3417,321
2020,1,9,1.5,0.0,60,80,103,37,2.9,47,28,54,35,32,21,18,10,3297,3756,459
2020,1,10,-2.0,0.0,60,80,111,29,3.0,47,28,54,35,32,21,18,10,3391,3274,572
2020,1,11,-2.3,6.4,102,170,206,66,3.8,93,56,105,68,64,45,38,22,6775,6030,1021
2020,1,12,-2.8,0.0,102,170,207,65,3.6,93,56,105,68,64,45,38,22,5315,6617,1474
2020,1,13,3.9,0.0,60,80,109,31,2.9,47,28,54,35,32,21,18,10,3683,2949,317
2020,1,14,3.4,4.1,60,80,99,41,2.6,47,28,54,35,32,21,18,10,2860,3329,472
2020,1,15,4.5,0.0,60,80,108,32,3.2,47,28,54,35,32,21,18,10,3442,4162,495
2020,1,16,1.0,0.0,60,80,111,29,3.3,47,28,54,35,32,21,18,10,2896,4086,445
2020,1,17,2.7,0.0,60,80,108,32,2.9,47,28,54,35,32,21,18,10,2872,3935,471
2020,1,18,2.4,0.0,120,200,238,82,3.5,109,66,124,81,75,54,45,27,7587,8146,1871
2020,1,19,-3.7,0.0,102,170,195,77,3.6,93,56,105,68,64,45,38,22,5540,8137,1948
2020,1,20,-2.6,0.0,51,68,84,35,2.8,40,24,45,29,27,18,15,9,2518,2608,292
2020,1,21,-0.6,0.0,60,80,106,34,3.5,47,28,54,35,32,21,18,10,2895,2967,416
2020,1,22,9.3,11.4,45,64,84,25,2.5,33,20,37,24,22,15,12,7,2798,3012,269
2020,1,23,-3.3,0.0,51,68,92,27,3.3,40,24,45,29,27,18,15,9,3099,3106,276
2020,1,24,1.6,0.0,60,80,109,31,3.1,47,28,54,35,32,21,18,10,2891,3159,375
2020,1,25,0.7,4.1,120,200,247,73,4.4,109,66,124,81,75,54,45,27,6275,7906,1358
2020,1,26,-0.6,0.0,120,200,230,90,3.8,109,66,124,81,75,54,45,27,6671,8279,2260
2020,1,27,-0.8,0.0,60,80,104,36,2.7,47,28,54,35,32,21,18,10,3529,3303,435
2020,1,28,2.6,0.0,60,80,104,36,3.0,47,28,54,35,32,21,18,10,3416,3213,526
2020,1,29,-3.7,0.0,51,68,87,32,2.8,40,24,45,29,27,18,15,9,2805,3465,353
2020,1,30,-2.5,0.0,51,68,88,31,3.0,40,24,45,29,27,18,15,9,2399,2580,482
2020,1,31,-5.0,0.0,51,68,92,27,3.1,40,24,45,29,27,18,15,9,2619,2859,286
2020,2,1,1.0,0.0,120,200,251,69,3.7,115,70,131,85,79,57,47,28,8465,7837,1772
2020,2,2,2.2,1.4,120,200,242,78,3.6,115,70,131,85,79,57,47,28,6498,8649,1655
2020,2,3,-0.8,0.0,60,80,108,32,2.6,50,30,57,37,34,22,19,11,2894,3883,392
2020,2,4,2.1,0.0,60,80,109,31,3.2,50,30,57,37,34,22,19,11,3628,4077,557
2020,2,5,8.7,5.9,60,80,100,40,3.1,50,30,57,37,34,22,19,11,3109,3887,362
2020,2,6,0.3,0.0,60,80,107,33,2.9,75,45,85,55,51,34,28,17,3436,3242,320
2020,2,7,3.2,0.0,60,80,104,36,2.6,75,45,85,55,51,34,28,17,2789,3156,329
2020,2,8,3.7,0.0,120,200,233,87,4.1,115,70,131,85,79,57,47,28,6878,7045,1907
2020,2,9,4.5,0.0,120,200,255,65,3.7,115,70,131,85,79,57,47,28,8272,8509,1715
2020,2,10,6.6,0.0,60,80,98,42,3.2,50,30,57,37,34,22,19,11,2644,2846,496
2020,2,11,3.2,0.0,60,80,100,40,2.6,50,30,57,37,34,22,19,11,3294,3680,509
2020,2,12,-1.9,0.0,60,80,104,36,3.4,50,30,57,37,34,22,19,11,2666,3448,302
2020,2,13,7.0,0.0,60,80,105,35,3.5,50,30,57,37,34,22,19,11,3354,3870,318
2020,2,14,-3.7,0.0,51,68,94,25,3.3,42,25,48,31,29,19,16,9,2892,3005,247
2020,2,15,2.1,0.0,120,200,227,93,3.6,115,70,131,85,79,57,47,28,6273,6451,1835
2020,2,16,0.8,0.0,120,200,245,75,3.9,115,70,131,85,79,57,47,28,8560,9489,1670
2020,2,17,6.6,10.6,45,64,85,24,2.8,35,21,40,26,24,16,13,8,2661,2525,433
2020,2,18,3.7,0.9,60,80,104,36,3.4,50,30,57,37,34,22,19,11,2995,3164,301
2020,2,19,1.5,4.0,60,80,106,34,2.9,50,30,57,37,34,22,19,11,3454,3393,385
2020,2,20,9.7,4.4,60,80,103,37,2.9,50,30,57,37,34,22,19,11,2631,3800,384
2020,2,21,2.5,1.4,60,80,110,30,3.0,50,30,57,37,34,22,19,11,3623,3701,292
2020,2,22,0.4,0.0,120,200,253,67,4.0,115,70,131,85,79,57,47,28,8329,7128,2361
2020,2,23,3.2,0.0,120,200,226,94,4.0,115,70,131,85,79,57,47,28,6170,8838,1980
2020,2,24,-3.1,0.0,51,68,86,33,2.8,42,25,48,31,29,19,16,9,2877,2435,404
2020,2,25,-1.1,0.0,60,80,110,30,2.6,50,30,57,37,34,22,19,11,3699,3939,516
2020,2,26,7.9,0.0,60,80,105,35,2.7,50,30,57,37,34,22,19,11,2691,3206,443
2020,2,27,6.0,2.6,60,80,100,40,2.5,50,30,57,37,34,22,19,11,3487,4172,365
2020,2,28,0.5,0.0,60,80,105,35,2.9,50,30,57,37,34,22,19,11,2904,3506,523
2020,2,29,2.1,0.0,120,200,248,72,4.1,115,70,131,85,79,57,47,28,6212,7485,2336
2020,3,1,8.8,16.5,99,176,207,68,3.9,94,57,106,69,65,47,39,23,5776,6607,1237
2020,3,2,14.8,0.0,66,88,115,39,3.1,58,35,66,42,39,26,22,13,3089,4575,621
2020,3,3,11.2,0.0,66,88,114,40,2.6,58,35,66,42,39,26,22,13,3551,3408,557
2020,3,4,2.8,0.0,66,88,122,32,2.6,58,35,66,42,39,26,22,13,4085,3226,522
2020,3,5,5.3,0.0,66,88,117,37,3.2,58,35,66,42,39,26,22,13,3070,4550,419
2020,3,6,9.6,0.0,66,88,121,33,2.7,87,52,99,64,59,39,33,19,3950,4335,428
2020,3,7,8.4,0.0,132,220,255,97,3.7,201,122,227,148,138,99,82,49,7925,8567,1781
2020,3,8,7.8,0.0,132,220,269,83,3.9,134,81,151,99,92,66,55,33,7611,7531,2620
2020,3,9,5.6,0.0,66,88,119,35,3.0,58,35,66,42,39,26,22,13,4015,4157,361
2020,3,10,6.9,0.0,66,88,111,43,2.9,58,35,66,42,39,26,22,13,3215,4185,601
2020,3,11,8.3,0.0,66,88,109,45,2.7,58,35,66,42,39,26,22,13,2803,3825,580
2020,3,12,11.2,0.0,66,88,117,37,3.3,58,35,66,42,39,26,22,13,3631,3962,390
2020,3,13,5.5,0.0,66,88,108,46,3.4,58,35,66,42,39,26,22,13,3187,4005,629
2020,3,14,5.5,2.2,132,220,263,89,4.2,134,81,151,99,92,66,55,33,7305,8832,1824
2020,3,15,11.9,0.0,132,220,271,81,4.5,134,81,151,99,92,66,55,33,7977,7995,1739
2020,3,16,9.3,0.0,66,88,114,40,2.6,58,35,66,42,39,26,22,13,3790,3934,500
2020,3,17,8.2,0.0,66,88,117,37,3.2,58,35,66,42,39,26,22,13,3449,4187,444
2020,3,18,5.4,0.0,66,88,119,35,3.4,58,35,66,42,39,26,22,13,3574,3271,580
2020,3,19,6.9,2.9,66,88,118,36,3.0,58,35,66,42,39,26,22,13,3700,4242,499
2020,3,20,5.2,4.0,66,88,118,36,3.4,58,35,66,42,39,26,22,13,3127,3987,597
2020,3,21,9.4,0.0,132,220,271,81,4.2,134,81,151,99,92,66,55,33,8714,9887,1519
2020,3,22,1.8,0.0,132,220,250,102,3.6,134,81,151,99,92,66,55,33,8117,7995,1876
2020,3,23,8.6,0.0,66,88,116,38,2.5,58,35,66,42,39,26,22,13,3794,3188,327
2020,3,24,6.6,0.0,66,88,114,40,2.6,58,35,66,42,39,26,22,13,3957,4280,375
2020,3,25,6.9,1.2,66,88,117,37,2.8,58,35,66,42,39,26,22,13,3804,4246,530
2020,3,26,11.7,0.0,66,88,114,40,3.2,58,35,66,42,39,26,22,13,2949,4157,321
2020,3,27,12.6,8.4,66,88,113,41,2.5,58,35,66,42,39,26,22,13,3684,4133,358
2020,3,28,7.4,0.0,132,220,273,79,3.6,134,81,151,99,92,66,55,33,8769,10036,1929
2020,3,29,9.1,0.0,132,220,255,97,3.8,134,81,151,99,92,66,55,33,6577,8805,2075
2020,3,30,7.0,1.6,66,88,116,38,2.8,58,35,66,42,39,26,22,13,3227,3320,550
2020,3,31,8.5,4.7,66,88,110,44,2.8,58,35,66,42,39,26,22,13,3208,4320,463
2020,4,1,8.2,0.0,90,120,159,51,3.4,95,57,108,70,64,43,36,21,4486,4991,681
2020,4,2,15.7,1.1,90,120,164,46,2.5,95,57,108,70,64,43,36,21,4301,4851,588
2020,4,3,14.2,0.0,90,120,166,44,2.7,95,57,108,70,64,43,36,21,4978,5335,445
2020,4,4,11.8,0.3,180,300,359,121,3.9,219,133,248,162,151,108,90,54,9147,13501,3389
2020,4,5,15.0,0.0,180,300,359,121,3.7,219,133,248,162,151,108,90,54,10987,11453,1942
2020,4,6,12.5,0.0,90,120,156,54,2.9,143,86,161,105,97,64,53,32,4132,5659,859
2020,4,7,12.4,0.0,90,120,163,47,2.8,143,86,161,105,97,64,53,32,4131,4211,489
2020,4,8,10.5,0.0,90,120,160,50,2.8,95,57,108,70,64,43,36,21,5124,5204,834
2020,4,9,18.3,0.0,90,120,152,58,3.3,95,57,108,70,64,43,36,21,3811,4489,778
2020,4,10,11.2,5.4,90,120,166,44,2.6,95,57,108,70,64,43,36,21,5100,4971,584
2020,4,11,15.6,17.6,135,240,286,89,3.8,154,93,174,114,106,77,64,38,8050,7928,1947
2020,4,12,13.0,0.0,180,300,362,118,3.7,219,133,248,162,151,108,90,54,10398,9956,2243
2020,4,13,13.4,12.0,67,96,125,38,3.0,66,40,75,49,45,31,25,15,4087,4374,392
2020,4,14,14.9,0.0,90,120,158,52,3.3,95,57,108,70,64,43,36,21,4659,5799,435
2020,4,15,14.5,0.6,90,120,159,51,3.0,95,57,108,70,64,43,36,21,4693,5584,498
2020,4,16,13.4,0.0,90,120,162,48,3.4,95,57,108,70,64,43,36,21,5166,6138,579
2020,4,17,15.4,0.0,90,120,159,51,3.4,95,57,108,70,64,43,36,21,4111,4670,755
2020,4,18,11.7,0.0,180,300,363,117,4.3,219,133,248,162,151,108,90,54,12594,14232,2293
2020,4,19,13.4,4.0,180,300,363,117,3.7,219,133,248,162,151,108,90,54,12600,13302,2849
2020,4,20,15.2,6.2,90,120,157,53,2.8,95,57,108,70,64,43,36,21,4990,4390,829
2020,4,21,14.1,0.0,90,120,160,50,2.9,95,57,108,70,64,43,36,21,4991,4952,648
2020,4,22,9.7,3.9,90,120,167,43,2.8,95,57,108,70,64,43,36,21,4455,5054,769
2020,4,23,11.5,0.0,90,120,160,50,3.5,95,57,108,70,64,43,36,21,4431,5308,605
2020,4,24,16.2,0.0,90,120,150,60,3.2,95,57,108,70,64,43,36,21,4133,5801,490
2020,4,25,12.9,3.2,180,300,373,107,4.3,219,133,248,162,151,108,90,54,12169,11857,2674
2020,4,26,16.4,0.0,180,300,351,129,4.0,219,133,248,162,151,108,90,54,9705,11302,3126
2020,4,27,13.0,16.4,67,96,114,49,2.7,66,40,75,49,45,31,25,15,3119,4590,390
2020,4,28,12.5,0.0,90,120,159,51,2.8,95,57,108,70,64,43,36,21,5517,6140,495
2020,4,29,16.0,0.0,90,120,149,61,3.4,95,57,108,70,64,43,36,21,4326,6251,567
2020,4,30,12.7,0.0,90,120,164,46,3.0,95,57,108,70,64,43,36,21,4381,6089,587
2020,5,1,18.9,0.7,66,88,114,40,2.7,64,38,72,47,43,29,24,14,2884,4301,596
2020,5,2,15.7,0.2,132,220,262,90,4.4,147,89,166,108,101,72,60,36,7981,10413,1579
2020,5,3,18.6,6.1,132,220,250,102,4.1,147,89,166,108,101,72,60,36,7755,10444,1534
2020,5,4,14.8,0.0,66,88,108,46,3.1,64,38,72,47,43,29,24,14,3012,3438,600
2020,5,5,18.9,0.0,66,88,122,32,3.2,64,38,72,47,43,29,24,14,4054,4333,511
2020,5,6,16.5,17.0,49,70,94,25,3.0,67,40,75,49,45,31,25,15,3200,2502,305
2020,5,7,17.3,0.0,66,88,115,39,3.1,96,58,108,70,65,43,36,21,4014,4360,628
2020,5,8,17.2,3.6,66,88,121,33,2.6,64,38,72,47,43,29,24,14,3271,4576,606
2020,5,9,14.7,0.0,132,220,262,90,4.2,147,89,166,108,101,72,60,36,6673,8890,2539
2020,5,10,20.6,0.0,145,242,282,105,3.8,178,108,201,131,122,87,73,43,8489,8786,1634
2020,5,11,16.7,0.0,66,88,113,41,2.9,64,38,72,47,43,29,24,14,3664,3980,543
2020,5,12,13.6,42.1,49,70,93,26,2.9,44,27,50,32,30,20,17,10,2986,2666,326
2020,5,13,26.4,0.3,66,88,107,47,3.0,64,38,72,47,43,29,24,14,3341,4164,436
2020,5,14,15.0,0.0,66,88,117,37,3.0,64,38,72,47,43,29,24,14,4016,4067,606
2020,5,15,18.7,5.7,66,88,114,40,3.5,64,38,72,47,43,29,24,14,2853,4398,465
2020,5,16,18.7,0.0,132,220,265,87,4.0,147,89,166,108,101,72,60,36,7831,7774,1346
2020,5,17,10.7,0.0,132,220,250,102,4.4,147,89,166,108,101,72,60,36,8711,9878,2033
2020,5,18,20.6,0.0,72,96,126,42,2.9,76,46,87,56,52,34,29,17,3234,4619,609
2020,5,19,18.5,0.0,66,88,111,43,3.2,64,38,72,47,43,29,24,14,2920,3644,351
2020,5,20,16.7,0.0,66,88,111,43,2.9,64,38,72,47,43,29,24,14,2847,3881,603
2020,5,21,17.1,0.0,66,88,114,40,2.6,64,38,72,47,43,29,24,14,3913,4129,370
2020,5,22,17.8,0.0,66,88,111,43,3.4,64,38,72,47,43,29,24,14,3249,4201,470
2020,5,23,25.9,0.0,132,220,273,79,3.9,147,89,166,108,101,72,60,36,9525,7115,1844
2020,5,24,24.2,0.0,145,242,280,107,3.7,178,108,201,131,122,87,73,43,9239,7929,2100
2020,5,25,21.6,0.0,72,96,131,37,3.2,76,46,87,56,52,34,29,17,3337,3614,591
2020,5,26,15.3,0.0,66,88,121,33,3.3,64,38,72,47,43,29,24,14,3802,4586,441
2020,5,27,19.3,0.0,66,88,119,35,2.9,64,38,72,47,43,29,24,14,4008,3167,549
2020,5,28,18.8,0.0,66,88,114,40,3.1,64,38,72,47,43,29,24,14,3984,3421,549
2020,5,29,17.5,0.0,66,88,109,45,3.3,64,38,72,47,43,29,24,14,3580,3717,508
2020,5,30,18.5,0.0,132,220,280,72,4.5,147,89,166,108,101,72,60,36,9221,9589,2588
2020,5,31,18.9,0.0,132,220,249,103,4.4,147,89,166,108,101,72,60,36,6498,7938,1436
2020,6,1,23.3,7.8,59,79,108,30,3.1,60,36,68,44,41,27,22,13,3298,3015,389
2020,6,2,20.7,0.0,59,79,97,41,2.6,60,36,68,44,41,27,22,13,3119,3645,496
2020,6,3,18.6,0.0,54,72,90,36,3.1,50,30,56,36,34,22,18,11,2774,3104,407
2020,6,4,27.6,0.0,54,72,94,32,3.1,50,30,56,36,34,22,18,11,3041,2779,309
2020,6,5,21.7,0.0,59,79,105,33,3.4,60,36,68,44,41,27,22,13,3667,3470,367
2020,6,6,24.1,0.0,118,198,243,73,3.7,208,126,236,154,143,102,85,51,8014,7331,1611
2020,6,7,23.2,0.0,118,198,249,67,3.9,208,126,236,154,143,102,85,51,7607,7269,1578
2020,6,8,22.3,0.0,59,79,100,38,2.8,60,36,68,44,41,27,22,13,3044,3929,547
2020,6,9,21.7,0.6,59,79,108,30,3.4,60,36,68,44,41,27,22,13,3478,4086,561
2020,6,10,24.3,0.0,59,79,108,30,2.9,60,36,68,44,41,27,22,13,3144,3895,295
2020,6,11,22.3,20.6,44,63,75,32,2.6,42,25,47,31,28,19,16,9,2272,3024,408
2020,6,12,14.9,0.0,54,72,96,30,3.3,50,30,56,36,34,22,18,11,3247,3077,281
2020,6,13,23.3,0.0,118,198,244,72,3.6,139,84,157,102,95,68,57,34,8444,7471,1330
2020,6,14,20.3,0.0,118,198,225,91,3.7,139,84,157,102,95,68,57,34,6067,6996,1513
2020,6,15,19.2,1.6,54,72,95,31,3.2,50,30,56,36,34,22,18,11,2867,3481,307
2020,6,16,19.4,0.0,54,72,96,30,3.3,50,30,56,36,34,22,18,11,2549,3167,419
